6,Perth and Kinross,Summer Holidays,1 Jul 2019(Mon),19 Aug 2019(Mon)
,Local Authority,School Holidays,Starts,Finishes
0,Renfrewshire,Autumn Half Term Holidays,21 Sep 2018(Fri),24 Sep 2018(Mon)
1,Renfrewshire,Autumn Holidays,15 Oct 2018(Mon),22 Oct 2018(Mon)
2,Renfrewshire,Winter Holidays,24 Dec 2018(Mon),4 Jan 2019(Fri)
3,Renfrewshire,Spring Half Term Holidays,11 Feb 2019(Mon),13 Feb 2019(Wed)
4,Renfrewshire,Spring Holidays,1 Apr 2019(Mon),12 Apr 2019(Fri)
5,Renfrewshire,Easter Holidays,19 Apr 2019(Fri),22 Apr 2019(Mon)
6,Renfrewshire,May Holidays,6 May 2019(Mon),7 May 2019(Tue)
7,Renfrewshire,Summer Half Term Holidays,24 May 2019(Fri),27 May 2019(Mon)
8,Renfrewshire,Summer Holidays,1 Jul 2019(Mon),14 Aug 2019(Wed)
,Local Authority,School Holidays,Starts,Finishes
0,Scottish Borders,Autumn Holidays,8 Oct 2018(Mon),12 Oct 2018(Fri)
1,Scottish Borders,Winter Half Term Holidays,8 Nov 2018(Thu),9 Nov 2018(Fri)
2,Scottish Borders,Winter Holidays,24 Dec 2018(Mon),4 Jan 2019(Fri)
3,Scottish Borders,Spring Half Term Holidays,15 Feb 2019(Fri),19 Feb 2019(Tue)
4,Scottish Borders,Spring Holidays,1 Apr 2019(Mon),12 Apr 2019(Fri)
5,Scottish Borders,May Holidays,3 May 2019(Fri),6 May 2019(Mon)
6,Scottish Borders,Summer Holidays,3 Jul 2019(Wed),19 Aug 2019(Mon)
,Local Authority,School Holidays,Starts,Finishes
0,Shetland Islands,Autumn Holidays,15 Oct 2018(Mon),30 Oct 2018(Tue)
1,Shetland Islands,Winter Holidays,24 Dec 2018(Mon),7 Jan 2019(Mon)
2,Shetland Islands,Spring Half Term Holidays,22 Feb 2019(Fri),25 Feb 2019(Mon)
3,Shetland Islands,Spring Holidays,1 Apr 2019(Mon),12 Apr 2019(Fri)
4,Shetland Islands,Summer Holidays,8 Jul 2019(Mon),20 Aug 2019(Tue)
,Local Authority,School Holidays,Starts,Finishes
0,South Ayrshire,Autumn Half Term Holidays,21 Sep 2018(Fri),24 Sep 2018(Mon)
1,South Ayrshire,Autumn Holidays,15 Oct 2018(Mon),22 Oct 2018(Mon)
2,South Ayrshire,Winter Holidays,24 Dec 2018(Mon),4 Jan 2019(Fri)
3,South Ayrshire,Spring Half Term Holidays,11 Feb 2019(Mon),12 Feb 2019(Tue)
4,South Ayrshire,Spring Holidays,1 Apr 2019(Mon),12 Apr 2019(Fri)
5,South Ayrshire,Easter Holidays,19 Apr 2019(Fri),22 Apr 2019(Mon)
6,South Ayrshire,Summer Half Term Holidays,27 May 2019(Mon),28 May 2019(Tue)
7,South Ayrshire,Summer Holidays,1 Jul 2019(Mon),19 Aug 2019(Mon)
,Local Authority,School Holidays,Starts,Finishes
0,South Lanarkshire,Autumn Half Term Holidays,21 Sep 2018(Fri),24 Sep 2018(Mon)
1,South Lanarkshire,Autumn Holidays,15 Oct 2018(Mon),19 Oct 2018(Fri)
2,South Lanarkshire,Winter Holidays,24 Dec 2018(Mon),4 Jan 2019(Fri)
3,South Lanarkshire,Spring Half Term Holidays,11 Feb 2019(Mon),13 Feb 2019(Wed)
4,South Lanarkshire,Spring Holidays,1 Apr 2019(Mon),12 Apr 2019(Fri)
5,South Lanarkshire,Easter Holidays,19 Apr 2019(Fri),22 Apr 2019(Mon)
6,South Lanarkshire,May Holidays,6 May 2019(Mon),7 May 2019(Tue)
7,South Lanarkshire,Summer Half Term Holidays,24 May 2019(Fri),27 May 2019(Mon)
8,South Lanarkshire,Summer Holidays,1 Jul 2019(Mon),14 Aug 2019(Wed)
,Local Authority,School Holidays,Starts,Finishes
0,Stirling,Autumn Holidays,15 Oct 2018(Mon),19 Oct 2018(Fri)
1,Stirling,Winter Half Term Holidays,29 Nov 2018(Thu),30 Nov 2018(Fri)
2,Stirling,Winter Holidays,24 Dec 2018(Mon),4 Jan 2019(Fri)
3,Stirling,Spring Half Term Holidays,11 Feb 2019(Mon),15 Feb 2019(Fri)
4,Stirling,Spring Holidays,1 Apr 2019(Mon),12 Apr 2019(Fri)
5,Stirling,Easter Holidays,19 Apr 2019(Fri),22 Apr 2019(Mon)
6,Stirling,Summer Holidays,1 Jul 2019(Mon),19 Aug 2019(Mon)
,Local Authority,School Holidays,Starts,Finishes
0,West Dunbartonshire,Autumn Half Term Holidays,21 Sep 2018(Fri),24 Sep 2018(Mon)
1,West Dunbartonshire,Autumn Holidays,12 Oct 2018(Fri),19 Oct 2018(Fri)
2,West Dunbartonshire,Winter Holidays,24 Dec 2018(Mon),4 Jan 2019(Fri)
3,West Dunbartonshire,Spring Half Term Holidays,11 Feb 2019(Mon),13 Feb 2019(Wed)
4,West Dunbartonshire,Spring Holidays,1 Apr 2019(Mon),12 Apr 2019(Fri)
5,West Dunbartonshire,Easter Holidays,19 Apr 2019(Fri),22 Apr 2019(Mon)
6,West Dunbartonshire,Summer Half Term Holidays,23 May 2019(Thu),27 May 2019(Mon)
7,West Dunbartonshire,Summer Holidays,1 Jul 2019(Mon),16 Aug 2019(Fri)
,Local Authority,School Holidays,Starts,Finishes
0,West Lothian,Autumn Half Term Holidays,17 Sep 2018(Mon),18 Sep 2018(Tue)
1,West Lothian,Autumn Holidays,15 Oct 2018(Mon),22 Oct 2018(Mon)
2,West Lothian,Winter Holidays,24 Dec 2018(Mon),4 Jan 2019(Fri)
3,West Lothian,Spring Half Term Holidays,18 Feb 2019(Mon),19 Feb 2019(Tue)
4,West Lothian,Spring Holidays,8 Apr 2019(Mon),22 Apr 2019(Mon)
5,West Lothian,May Holidays,6 May 2019(Mon),7 May 2019(Tue)
6,West Lothian,Summer Holidays,1 Jul 2019(Mon),19 Aug 2019(Mon)
