0,England,Calderdale,Autumn Half Term Holidays,29 Oct 2018(Mon),2 Nov 2018(Fri)
1,England,Calderdale,Winter Holidays,24 Dec 2018(Mon),4 Jan 2019(Fri)
2,England,Calderdale,Spring Half Term Holidays,18 Feb 2019(Mon),22 Feb 2019(Fri)
3,England,Calderdale,Spring Holidays,15 Apr 2019(Mon),26 Apr 2019(Fri)
4,England,Calderdale,Summer Half Term Holidays,27 May 2019(Mon),31 May 2019(Fri)
5,England,Calderdale,Summer Holidays,23 Jul 2019(Tue),
0,England,Cambridgeshire,Autumn Half Term Holidays,22 Oct 2018(Mon),26 Oct 2018(Fri)
1,England,Cambridgeshire,Winter Holidays,20 Dec 2018(Thu),2 Jan 2019(Wed)
2,England,Cambridgeshire,Spring Half Term Holidays,18 Feb 2019(Mon),22 Feb 2019(Fri)
3,England,Cambridgeshire,Spring Holidays,8 Apr 2019(Mon),22 Apr 2019(Mon)
4,England,Cambridgeshire,Summer Half Term Holidays,27 May 2019(Mon),31 May 2019(Fri)
5,England,Cambridgeshire,Summer Holidays,25 Jul 2019(Thu),3 Sep 2019(Tue)
0,England,Camden,Autumn Half Term Holidays,22 Oct 2018(Mon),26 Oct 2018(Fri)
1,England,Camden,Winter Holidays,24 Dec 2018(Mon),4 Jan 2019(Fri)
2,England,Camden,Spring Half Term Holidays,18 Feb 2019(Mon),22 Feb 2019(Fri)
3,England,Camden,Spring Holidays,8 Apr 2019(Mon),22 Apr 2019(Mon)
4,England,Camden,Summer Half Term Holidays,27 May 2019(Mon),31 May 2019(Fri)
5,England,Camden,Summer Holidays,24 Jul 2019(Wed),30 Aug 2019(Fri)
0,England,Central-Bedfordshire,Autumn Half Term Holidays,22 Oct 2018(Mon),29 Oct 2018(Mon)
1,England,Central-Bedfordshire,Winter Holidays,20 Dec 2018(Thu),2 Jan 2019(Wed)
2,England,Central-Bedfordshire,Spring Half Term Holidays,11 Feb 2019(Mon),15 Feb 2019(Fri)
3,England,Central-Bedfordshire,Spring Holidays,8 Apr 2019(Mon),22 Apr 2019(Mon)
4,England,Central-Bedfordshire,Summer Half Term Holidays,27 May 2019(Mon),3 Jun 2019(Mon)
5,England,Central-Bedfordshire,Summer Holidays,22 Jul 2019(Mon),3 Sep 2019(Tue)
0,England,Cheshire-East,Autumn Half Term Holidays,29 Oct 2018(Mon),2 Nov 2018(Fri)
1,England,Cheshire-East,Winter Holidays,21 Dec 2018(Fri),4 Jan 2019(Fri)
2,England,Cheshire-East,Spring Half Term Holidays,18 Feb 2019(Mon),22 Feb 2019(Fri)
3,England,Cheshire-East,Spring Holidays,8 Apr 2019(Mon),22 Apr 2019(Mon)
4,England,Cheshire-East,Summer Half Term Holidays,27 May 2019(Mon),31 May 2019(Fri)
5,England,Cheshire-East,Summer Holidays,25 Jul 2019(Thu),30 Aug 2019(Fri)
0,England,Cheshire-West-and-Chester,Autumn Half Term Holidays,29 Oct 2018(Mon),2 Nov 2018(Fri)
1,England,Cheshire-West-and-Chester,Winter Holidays,24 Dec 2018(Mon),4 Jan 2019(Fri)
2,England,Cheshire-West-and-Chester,Spring Half Term Holidays,18 Feb 2019(Mon),22 Feb 2019(Fri)
3,England,Cheshire-West-and-Chester,Spring Holidays,1 Apr 2019(Mon),12 Apr 2019(Fri)
4,England,Cheshire-West-and-Chester,Easter Holidays,19 Apr 2019(Fri),22 Apr 2019(Mon)
5,England,Cheshire-West-and-Chester,Summer Half Term Holidays,27 May 2019(Mon),31 May 2019(Fri)
6,England,Cheshire-West-and-Chester,Summer Holidays,25 Jul 2019(Thu),30 Aug 2019(Fri)
0,England,Cornwall,Autumn Half Term Holidays,22 Oct 2018(Mon),26 Oct 2018(Fri)
1,England,Cornwall,Winter Holidays,21 Dec 2018(Fri),4 Jan 2019(Fri)
2,England,Cornwall,Spring Half Term Holidays,18 Feb 2019(Mon),22 Feb 2019(Fri)
3,England,Cornwall,Spring Holidays,8 Apr 2019(Mon),22 Apr 2019(Mon)
4,England,Cornwall,Summer Half Term Holidays,27 May 2019(Mon),31 May 2019(Fri)
5,England,Cornwall,Summer Holidays,26 Jul 2019(Fri),3 Sep 2019(Tue)
0,England,Coventry,Autumn Half Term Holidays,22 Oct 2018(Mon),26 Oct 2018(Fri)
1,England,Coventry,Winter Holidays,24 Dec 2018(Mon),4 Jan 2019(Fri)
2,England,Coventry,Spring Half Term Holidays,18 Feb 2019(Mon),22 Feb 2019(Fri)
3,England,Coventry,Spring Holidays,15 Apr 2019(Mon),26 Apr 2019(Fri)
4,England,Coventry,Summer Half Term Holidays,27 May 2019(Mon),31 May 2019(Fri)
5,England,Coventry,Summer Holidays,23 Jul 2019(Tue),30 Aug 2019(Fri)
0,England,Croydon,Autumn Half Term Holidays,22 Oct 2018(Mon),26 Oct 2018(Fri)
1,England,Croydon,Winter Holidays,24 Dec 2018(Mon),4 Jan 2019(Fri)
2,England,Croydon,Spring Half Term Holidays,18 Feb 2019(Mon),22 Feb 2019(Fri)
3,England,Croydon,Spring Holidays,8 Apr 2019(Mon),22 Apr 2019(Mon)
4,England,Croydon,Summer Half Term Holidays,27 May 2019(Mon),31 May 2019(Fri)
5,England,Croydon,Summer Holidays,24 Jul 2019(Wed),2 Sep 2019(Mon)
0,England,Cumbria,Autumn Half Term Holidays,22 Oct 2018(Mon),26 Oct 2018(Fri)
1,England,Cumbria,Winter Holidays,24 Dec 2018(Mon),7 Jan 2019(Mon)
2,England,Cumbria,Spring Half Term Holidays,18 Feb 2019(Mon),22 Feb 2019(Fri)
3,England,Cumbria,Spring Holidays,1 Apr 2019(Mon),12 Apr 2019(Fri)
4,England,Cumbria,Easter Holidays,19 Apr 2019(Fri),22 Apr 2019(Mon)
5,England,Cumbria,Summer Half Term Holidays,27 May 2019(Mon),31 May 2019(Fri)
6,England,Cumbria,Summer Holidays,22 Jul 2019(Mon),3 Sep 2019(Tue)
0,England,Darlington,Autumn Half Term Holidays,29 Oct 2018(Mon),2 Nov 2018(Fri)
1,England,Darlington,Winter Holidays,24 Dec 2018(Mon),4 Jan 2019(Fri)
2,England,Darlington,Spring Half Term Holidays,18 Feb 2019(Mon),22 Feb 2019(Fri)
3,England,Darlington,Spring Holidays,8 Apr 2019(Mon),22 Apr 2019(Mon)
4,England,Darlington,Summer Half Term Holidays,27 May 2019(Mon),31 May 2019(Fri)
5,England,Darlington,Summer Holidays,24 Jul 2019(Wed),30 Aug 2019(Fri)
0,England,Derby,Autumn Half Term Holidays,29 Oct 2018(Mon),2 Nov 2018(Fri)
1,England,Derby,Winter Holidays,24 Dec 2018(Mon),4 Jan 2019(Fri)
2,England,Derby,Spring Half Term Holidays,18 Feb 2019(Mon),22 Feb 2019(Fri)
3,England,Derby,Spring Holidays,15 Apr 2019(Mon),26 Apr 2019(Fri)
4,England,Derby,Summer Half Term Holidays,27 May 2019(Mon),31 May 2019(Fri)
5,England,Derby,Summer Holidays,26 Jul 2019(Fri),5 Sep 2019(Thu)
0,England,Derbyshire,Autumn Half Term Holidays,29 Oct 2018(Mon),2 Nov 2018(Fri)
1,England,Derbyshire,Winter Holidays,24 Dec 2018(Mon),4 Jan 2019(Fri)
2,England,Derbyshire,Spring Half Term Holidays,18 Feb 2019(Mon),22 Feb 2019(Fri)
3,England,Derbyshire,Spring Holidays,15 Apr 2019(Mon),26 Apr 2019(Fri)
4,England,Derbyshire,Summer Half Term Holidays,27 May 2019(Mon),31 May 2019(Fri)
5,England,Derbyshire,Summer Holidays,23 Jul 2019(Tue),2 Sep 2019(Mon)
0,England,Devon,Autumn Half Term Holidays,22 Oct 2018(Mon),26 Oct 2018(Fri)
1,England,Devon,Winter Holidays,24 Dec 2018(Mon),4 Jan 2019(Fri)
2,England,Devon,Spring Half Term Holidays,18 Feb 2019(Mon),22 Feb 2019(Fri)
3,England,Devon,Spring Holidays,8 Apr 2019(Mon),22 Apr 2019(Mon)
4,England,Devon,Summer Half Term Holidays,27 May 2019(Mon),31 May 2019(Fri)
5,England,Devon,Summer Holidays,26 Jul 2019(Fri),30 Aug 2019(Fri)
0,England,Doncaster,Autumn Half Term Holidays,29 Oct 2018(Mon),2 Nov 2018(Fri)
1,England,Doncaster,Winter Holidays,24 Dec 2018(Mon),4 Jan 2019(Fri)
2,England,Doncaster,Spring Half Term Holidays,18 Feb 2019(Mon),22 Feb 2019(Fri)
3,England,Doncaster,Spring Holidays,15 Apr 2019(Mon),26 Apr 2019(Fri)
4,England,Doncaster,Summer Half Term Holidays,27 May 2019(Mon),31 May 2019(Fri)
5,England,Doncaster,Summer Holidays,23 Jul 2019(Tue),30 Aug 2019(Fri)
0,England,Dorset,Autumn Half Term Holidays,22 Oct 2018(Mon),26 Oct 2018(Fri)
1,England,Dorset,Winter Holidays,24 Dec 2018(Mon),4 Jan 2019(Fri)
